CENTRE HOSPITALIER D AUBENAS;BP146;AVENUE DE BELLANDE;;07205;AUBENAS CEDEX;0475356060;1;BPCO
CENTRE HOSPITALIER D AUBENAS;BP146;AVENUE DE BELLANDE;;07205;AUBENAS CEDEX;0475356060;1;Personnes Agées
CENTRE HOSPITALIER D AUBENAS;BP146;AVENUE DE BELLANDE;;07205;AUBENAS CEDEX;0475356060;1;chirurgie
CENTRE HOSPITALIER D AUBENAS;BP146;AVENUE DE BELLANDE;;07205;AUBENAS CEDEX;0475356060;1;maternité
CENTRE HOSPITALIER D ARDECHE NORD;BP119;RUE DU BON PASTEUR;;07103;ANNONAY CEDEX;0475673500;1;BPCO
CENTRE HOSPITALIER D ARDECHE NORD;BP119;RUE DU BON PASTEUR;;07103;ANNONAY CEDEX;0475673500;1;Personnes Agées
CENTRE HOSPITALIER D ARDECHE NORD;BP119;RUE DU BON PASTEUR;;07103;ANNONAY CEDEX;0475673500;1;chirurgie
CENTRE HOSPITALIER D ARDECHE NORD;BP119;RUE DU BON PASTEUR;;07103;ANNONAY CEDEX;0475673500;1;insuffisance cardiaque
CENTRE HOSPITALIER D ARDECHE NORD;BP119;RUE DU BON PASTEUR;;07103;ANNONAY CEDEX;0475673500;1;maternité
HOPITAL EUROPEEN;;RUE DESIREE CLARY;;13003;MARSEILLE;0491833838;1;BPCO
HOPITAL EUROPEEN;;RUE DESIREE CLARY;;13003;MARSEILLE;0491833838;1;Personnes Agées
HOPITAL EUROPEEN;;RUE DESIREE CLARY;;13003;MARSEILLE;0491833838;1;chirurgie
HOPITAL EUROPEEN;;RUE DESIREE CLARY;;13003;MARSEILLE;0491833838;1;insuffisance cardiaque
CLINIQUE CHANTECLER;;240 AVENUE DES POILUS;;13012;MARSEILLE;0491210606;2;chirurgie
POLYCLINIQUE DU PARC RAMBOT PROVENCALE;;67 COURS GAMBETTA;;13100;AIX EN PROVENCE;0442375050;2;Personnes Agées
POLYCLINIQUE DU PARC RAMBOT PROVENCALE;;67 COURS GAMBETTA;;13100;AIX EN PROVENCE;0442375050;2;chirurgie
POLYCLINIQUE DU PARC RAMBOT;BOITE POSTALE 360;2 AVENUE DU DOCTEUR AURIENTIS;;13611;AIX EN PROVENCE CEDEX 1;0442338800;2;BPCO
POLYCLINIQUE DU PARC RAMBOT;BOITE POSTALE 360;2 AVENUE DU DOCTEUR AURIENTIS;;13611;AIX EN PROVENCE CEDEX 1;0442338800;2;Personnes Agées
POLYCLINIQUE DU PARC RAMBOT;BOITE POSTALE 360;2 AVENUE DU DOCTEUR AURIENTIS;;13611;AIX EN PROVENCE CEDEX 1;0442338800;2;chirurgie
MATERNITE CATHOLIQUE PROVENCE L ETOILE;;ROUTE DEPARTEMENTALE 14;;13540;PUYRICARD;0442170717;1;maternité
CENTRE HOSPITALIER SAINT QUENTIN;BP 608;AVENUE MICHEL DE L HOSPITAL;;02321;ST QUENTIN CEDEX;0323067171;1;AVC
CENTRE HOSPITALIER SAINT QUENTIN;BP 608;AVENUE MICHEL DE L HOSPITAL;;02321;ST QUENTIN CEDEX;0323067171;1;BPCO
CENTRE HOSPITALIER SAINT QUENTIN;BP 608;AVENUE MICHEL DE L HOSPITAL;;02321;ST QUENTIN CEDEX;0323067171;1;chirurgie
CENTRE HOSPITALIER SAINT QUENTIN;BP 608;AVENUE MICHEL DE L HOSPITAL;;02321;ST QUENTIN CEDEX;0323067171;1;insuffisance cardiaque
CENTRE HOSPITALIER SAINT QUENTIN;BP 608;AVENUE MICHEL DE L HOSPITAL;;02321;ST QUENTIN CEDEX;0323067171;1;maternité
CENTRE HOSPITALIER LAON;;RUE MARCELIN BERTHELOT;;02001;LAON CEDEX;0323243333;1;BPCO
CENTRE HOSPITALIER LAON;;RUE MARCELIN BERTHELOT;;02001;LAON CEDEX;0323243333;1;Personnes Agées
CENTRE HOSPITALIER LAON;;RUE MARCELIN BERTHELOT;;02001;LAON CEDEX;0323243333;1;chirurgie
CENTRE HOSPITALIER LAON;;RUE MARCELIN BERTHELOT;;02001;LAON CEDEX;0323243333;1;insuffisance cardiaque
CENTRE HOSPITALIER LAON;;RUE MARCELIN BERTHELOT;;02001;LAON CEDEX;0323243333;1;maternité
MATERNITE CENTRE HOSPITALIER LAON;;27 RUE DU TREIZE OCTOBRE;;02000;LAON;0323243498;1;maternité
CENTRE HOSPITALIER SOISSONS;;46 AVENUE DU GENERAL DE GAULLE;;02209;SOISSONS CEDEX;0323757070;1;BPCO
CENTRE HOSPITALIER SOISSONS;;46 AVENUE DU GENERAL DE GAULLE;;02209;SOISSONS CEDEX;0323757070;1;chirurgie
CENTRE HOSPITALIER SOISSONS;;46 AVENUE DU GENERAL DE GAULLE;;02209;SOISSONS CEDEX;0323757070;1;insuffisance cardiaque
CENTRE HOSPITALIER SOISSONS;;46 AVENUE DU GENERAL DE GAULLE;;02209;SOISSONS CEDEX;0323757070;1;maternité
CENTRE HOSPITALIER CHAUNY;;94 RUE ANCIENS COMBATTANTS;;02300;CHAUNY;0323385500;1;chirurgie
CENTRE HOSPITALIER CHAUNY;;94 RUE ANCIENS COMBATTANTS;;02300;CHAUNY;0323385500;1;insuffisance cardiaque
CENTRE HOSPITALIER CHAUNY;;94 RUE ANCIENS COMBATTANTS;;02300;CHAUNY;0323385500;1;maternité
CLINIQUE PLEIN CIEL;BP 1250;122 AVENUE DU DOCTEUR MAURICE DONAT;;06254;MOUGINS;0497166500;2;Personnes Agées
CLINIQUE PLEIN CIEL;BP 1250;122 AVENUE DU DOCTEUR MAURICE DONAT;;06254;MOUGINS;0497166500;2;insuffisance cardiaque
CENTRE HOSPITALIER DE SEDAN;CS 40903;2 AVENUE GENERAL MARGUERITTE;;08209;SEDAN CEDEX;0324228000;1;Personnes Agées
CENTRE HOSPITALIER DE SEDAN;CS 40903;2 AVENUE GENERAL MARGUERITTE;;08209;SEDAN CEDEX;0324228000;1;chirurgie
CENTRE HOSPITALIER DE SEDAN;CS 40903;2 AVENUE GENERAL MARGUERITTE;;08209;SEDAN CEDEX;0324228000;1;insuffisance cardiaque
CENTRE HOSPITALIER DE SEDAN;CS 40903;2 AVENUE GENERAL MARGUERITTE;;08209;SEDAN CEDEX;0324228000;1;maternité
HOPITAL MANCHESTER CENTRE HOSPITALIER CHARLEVILLE;BP 10900;45 AVENUE DE MANCHESTER;;08011;CHARLEVILLE MEZIERES;;1;BPCO
HOPITAL MANCHESTER CENTRE HOSPITALIER CHARLEVILLE;BP 10900;45 AVENUE DE MANCHESTER;;08011;CHARLEVILLE MEZIERES;;1;Personnes Agées
HOPITAL MANCHESTER CENTRE HOSPITALIER CHARLEVILLE;BP 10900;45 AVENUE DE MANCHESTER;;08011;CHARLEVILLE MEZIERES;;1;chirurgie
HOPITAL MANCHESTER CENTRE HOSPITALIER CHARLEVILLE;BP 10900;45 AVENUE DE MANCHESTER;;08011;CHARLEVILLE MEZIERES;;1;insuffisance cardiaque
HOPITAL MANCHESTER CENTRE HOSPITALIER CHARLEVILLE;BP 10900;45 AVENUE DE MANCHESTER;;08011;CHARLEVILLE MEZIERES;;1;maternité
CLINIQUE JEANNE D ARC;;7 RUE NICOLAS SABOLY;;13637;ARLES;0490993232;2;chirurgie
HOPITAL PRIVE LA CASAMANCE;B.P. 141;33 BOULEVARD DES FARIGOULES;;13675;AUBAGNE CEDEX;0491884013;2;BPCO
HOPITAL PRIVE LA CASAMANCE;B.P. 141;33 BOULEVARD DES FARIGOULES;;13675;AUBAGNE CEDEX;0491884013;2;Personnes Agées
HOPITAL PRIVE LA CASAMANCE;B.P. 141;33 BOULEVARD DES FARIGOULES;;13675;AUBAGNE CEDEX;0491884013;2;chirurgie
HOPITAL PRIVE LA CASAMANCE;B.P. 141;33 BOULEVARD DES FARIGOULES;;13675;AUBAGNE CEDEX;0491884013;2;insuffisance cardiaque
CLINIQUE GENERALE DE MARIGNANE;B.P.89;AVENUE GENERAL R.SALAN;;13721;MARIGNANE CEDEX;0442784500;2;chirurgie
POLYCLINIQUE SAINT CLAUDE;BP.448;1 BOULEVARD DU DR SCHWEITZER;;02109;ST QUENTIN CEDEX;0323645000;2;chirurgie
POLYCLINIQUE SAINT CLAUDE;BP.448;1 BOULEVARD DU DR SCHWEITZER;;02109;ST QUENTIN CEDEX;0323645000;2;maternité
CENTRE HOSPITALIER CHETEAU THIERRY;;ROUTE DE VERDILLY;;02400;CHATEAU THIERRY;0323696600;1;BPCO
CENTRE HOSPITALIER CHETEAU THIERRY;;ROUTE DE VERDILLY;;02400;CHATEAU THIERRY;0323696600;1;chirurgie
CENTRE HOSPITALIER CHETEAU THIERRY;;ROUTE DE VERDILLY;;02400;CHATEAU THIERRY;0323696600;1;insuffisance cardiaque
CENTRE HOSPITALIER CHETEAU THIERRY;;ROUTE DE VERDILLY;;02400;CHATEAU THIERRY;0323696600;1;maternité
CLINIQUE DU PARC IMPERIAL;;28 BOULEVARD TZAREWITCH;;06045;NICE CEDEX 1;0492077575;2;chirurgie
CLINIQUE DU PARC IMPERIAL;;28 BOULEVARD TZAREWITCH;;06045;NICE CEDEX 1;0492077575;2;insuffisance cardiaque
GCS TERRITORIAL ARDENNE NORD IMPLAN1;;18 AVENUE GEORGES CORNEAU;;08000;CHARLEVILLE MEZIERES;;1;chirurgie
CLINIQUE DE VITROLLES;ZAC DE LA TUILIERE;RUE BEL AIR B.P 16;;13741;VITROLLES CEDEX;0442462626;2;chirurgie
CLINIQUE DE VITROLLES;ZAC DE LA TUILIERE;RUE BEL AIR B.P 16;;13741;VITROLLES CEDEX;0442462626;2;maternité
CLINIQUE BOUCHARD;;77 RUE DU DOCTEUR ESCAT;;13253;MARSEILLE CEDEX 6;0491159115;2;maternité
CLINIQUE DE L ESPERANCE;;122 AVENUE DU DOCTEUR MAURICE DONAT;;06250;MOUGINS;0497166800;2;chirurgie
CENTRE HOSPITALIER INTERCOMMUNAL DU VAL D ARIEGE;;CHEMIN DE BARRAU;;09000;ST JEAN DE VERGES;0561033030;1;AVC
CENTRE HOSPITALIER INTERCOMMUNAL DU VAL D ARIEGE;;CHEMIN DE BARRAU;;09000;ST JEAN DE VERGES;0561033030;1;BPCO
CENTRE HOSPITALIER INTERCOMMUNAL DU VAL D ARIEGE;;CHEMIN DE BARRAU;;09000;ST JEAN DE VERGES;0561033030;1;chirurgie
CENTRE HOSPITALIER INTERCOMMUNAL DU VAL D ARIEGE;;CHEMIN DE BARRAU;;09000;ST JEAN DE VERGES;0561033030;1;insuffisance cardiaque
CENTRE HOSPITALIER INTERCOMMUNAL DU VAL D ARIEGE;;CHEMIN DE BARRAU;;09000;ST JEAN DE VERGES;0561033030;1;maternité
CENTRE HOSPITALIER ARIEGE COUSERANS;;BP 60111;;09201;ST GIRONS CEDEX;0561962020;1;BPCO
CENTRE HOSPITALIER ARIEGE COUSERANS;;BP 60111;;09201;ST GIRONS CEDEX;0561962020;1;chirurgie
CENTRE HOSPITALIER ARIEGE COUSERANS;;BP 60111;;09201;ST GIRONS CEDEX;0561962020;1;insuffisance cardiaque
CENTRE HOSPITALIER ARIEGE COUSERANS;;BP 60111;;09201;ST GIRONS CEDEX;0561962020;1;maternité
CENTRE HOSPITALIER DE MILLAU;;265 BOULEVARD ACHILLE SOUQUES;;12101;MILLAU;0565593326;1;chirurgie
CENTRE HOSPITALIER DE MILLAU;;265 BOULEVARD ACHILLE SOUQUES;;12101;MILLAU;0565593326;1;maternité
CENTRE HOSPITALIER DE SAINT AFFRIQUE;;88 AVENUE DR LUCIEN GALTIER;;12400;ST AFFRIQUE;0565497022;1;maternité
POLYCLINIQUE LA PERGOLA;;75 ALLEE DES AILES;;03200;VICHY;0826301000;2;chirurgie
CENTRE HOSPITALIER DE GRASSE;B.P. 53149;CHEMIN DE CLAVARY;;06135;GRASSE CEDEX;0493095555;1;BPCO
CENTRE HOSPITALIER DE GRASSE;B.P. 53149;CHEMIN DE CLAVARY;;06135;GRASSE CEDEX;0493095555;1;Personnes Agées
CENTRE HOSPITALIER DE GRASSE;B.P. 53149;CHEMIN DE CLAVARY;;06135;GRASSE CEDEX;0493095555;1;chirurgie
CENTRE HOSPITALIER DE GRASSE;B.P. 53149;CHEMIN DE CLAVARY;;06135;GRASSE CEDEX;0493095555;1;maternité
CENTRE HOSPITALIER D ANTIBES JUAN LES PINS;R.N 7;107 AVENUE DE NICE;;06606;ANTIBES CEDEX;0492917777;1;AVC
CENTRE HOSPITALIER D ANTIBES JUAN LES PINS;R.N 7;107 AVENUE DE NICE;;06606;ANTIBES CEDEX;0492917777;1;Personnes Agées
CENTRE HOSPITALIER D ANTIBES JUAN LES PINS;R.N 7;107 AVENUE DE NICE;;06606;ANTIBES CEDEX;0492917777;1;chirurgie
CENTRE HOSPITALIER D ANTIBES JUAN LES PINS;R.N 7;107 AVENUE DE NICE;;06606;ANTIBES CEDEX;0492917777;1;insuffisance cardiaque
CENTRE HOSPITALIER D ANTIBES JUAN LES PINS;R.N 7;107 AVENUE DE NICE;;06606;ANTIBES CEDEX;0492917777;1;maternité
CENTRE ANTOINE LACASSAGNE;;33 AVENUE DE VALOMBROSE;;06189;NICE CEDEX 2;0492031000;1;chirurgie
CENTRE HOSPITALIER PIERRE NOUVEAU CANNES;CS 50008;15 AVENUE DES BROUSSAILLES;;06414;CANNES CEDEX;0493697000;1;AVC
CENTRE HOSPITALIER PIERRE NOUVEAU CANNES;CS 50008;15 AVENUE DES BROUSSAILLES;;06414;CANNES CEDEX;0493697000;1;BPCO
CENTRE HOSPITALIER PIERRE NOUVEAU CANNES;CS 50008;15 AVENUE DES BROUSSAILLES;;06414;CANNES CEDEX;0493697000;1;Personnes Agées
CENTRE HOSPITALIER PIERRE NOUVEAU CANNES;CS 50008;15 AVENUE DES BROUSSAILLES;;06414;CANNES CEDEX;0493697000;1;chirurgie
CENTRE HOSPITALIER PIERRE NOUVEAU CANNES;CS 50008;15 AVENUE DES BROUSSAILLES;;06414;CANNES CEDEX;0493697000;1;insuffisance cardiaque
CENTRE HOSPITALIER PIERRE NOUVEAU CANNES;CS 50008;15 AVENUE DES BROUSSAILLES;;06414;CANNES CEDEX;0493697000;1;maternité
CHU DE NICE HOPITAL SAINT ROCH;BP 1319;5 RUE PIERRE DEVOLUY;;06006;NICE CEDEX 1;0492033322;1;chirurgie
CENTRE HOSPITALIER DE TROYES;B.P.718;101 AVENUE ANATOLE FRANCE;;10003;TROYES CEDEX;;1;BPCO
CENTRE HOSPITALIER DE TROYES;B.P.718;101 AVENUE ANATOLE FRANCE;;10003;TROYES CEDEX;;1;Personnes Agées
CENTRE HOSPITALIER DE TROYES;B.P.718;101 AVENUE ANATOLE FRANCE;;10003;TROYES CEDEX;;1;chirurgie
CENTRE HOSPITALIER DE TROYES;B.P.718;101 AVENUE ANATOLE FRANCE;;10003;TROYES CEDEX;;1;insuffisance cardiaque
CENTRE HOSPITALIER DE TROYES;B.P.718;101 AVENUE ANATOLE FRANCE;;10003;TROYES CEDEX;;1;maternité
CENTRE HOSPITALIER DE BAR SUR AUBE;B.P.105;16 FAUBOURG DE BELFORT;;10202;BAR SUR AUBE CEDEX;;1;Personnes Agées
HOPITAL PRIVE SAINT FRANCOIS;;8 RUE AMBROISE CROIZAT;;03630;DESERTINES;0470088000;2;chirurgie
HOPITAL PRIVE SAINT FRANCOIS;;8 RUE AMBROISE CROIZAT;;03630;DESERTINES;0470088000;2;insuffisance cardiaque
CHU DE NICE HOPITAL PASTEUR;BP 380;30 AVENUE DE LA VOIE ROMAINE;;06031;NICE CEDEX;0492037777;1;AVC
CHU DE NICE HOPITAL PASTEUR;BP 380;30 AVENUE DE LA VOIE ROMAINE;;06031;NICE CEDEX;0492037777;1;BPCO
CHU DE NICE HOPITAL PASTEUR;BP 380;30 AVENUE DE LA VOIE ROMAINE;;06031;NICE CEDEX;0492037777;1;Personnes Agées
CHU DE NICE HOPITAL PASTEUR;BP 380;30 AVENUE DE LA VOIE ROMAINE;;06031;NICE CEDEX;0492037777;1;chirurgie
CHU DE NICE HOPITAL PASTEUR;BP 380;30 AVENUE DE LA VOIE ROMAINE;;06031;NICE CEDEX;0492037777;1;insuffisance cardiaque
