CENTRE DE SANTE DE L ALBANAIS;;26 RUE CHARLES DE GAULLE;;74150;RUMILLY;;;39
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;64
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;70
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;56
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;15
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;6
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;65
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;23
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;22
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;35
CENTRE DE SANTE MEDICAL DES MUNICIPAUX;;51 RUE DE ROME;;13001;MARSEILLE;0491139889;;33
CENTRE DE SOINS DENTAIRES MUTUALISTE;ATHENA;21 RESIDENCE JEAN MONNET;;12000;RODEZ;0565737212;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE VILLEFRANCHE;;22 RUE DE LA REPUBLIQUE;;12200;VILLEFRANCHE DE ROUERGUE;0565651803;;18
CENTRE DE SOINS INFIRMIERS MILLAU UDSMA;LES CHEVEUX D'ANGE;26 BOULEVARD LUCIEN COSTES;;12100;MILLAU;0565610003;;39
CENTRE DE SOINS INFIRMIER MUR DE BARREZ UDSMA;;13 RUE DES ECOLES;;12600;MUR DE BARREZ;0565660342;;39
CENTRE DE SOINS INFIRMIER VILLEFRANCHE ROUER UDSM;;QUAI DU TEMPLE;;12200;VILLEFRANCHE DE ROUERGUE;0565651804;;39
CENTRE DE SOINS INFIRMIER SAINT SERNIN RANCE UDSMA;;AVENUE DE ST AFFRIQUE;;12380;ST SERNIN SUR RANCE;0565996570;;39
CENTRE DE SOINS INFIRMIERS VILLECOMTAL UDSM;CABASSAR;MSP DE VILLECOMTAL;;12580;VILLECOMTAL;0565446406;;39
CENTRE DE SOINS INFIRMIERS RIGNAC UDSMA;;RUE DE LA MURAILLE;;12390;RIGNAC;0565645465;;39
CENTRE DE SOINS INFIRMIERS;;3 RUE EMILE NEGRE;;12300;DECAZEVILLE;0565430541;;39
CENTRE DE SOINS INFIRMIERS CRANSAC UDSMA;MAISON DE SANTE;AVE FRANCOIS COGNE;;12110;AUBIN;0565632594;;39
CENTRE DE SOINS INFIRMIER ONET CHATEAU UDSMA;LES QUATRE SAISONS;13 RUE DES COQUELICOTS;;12850;ONET LE CHATEAU;0565735911;;39
CENTRE DE SOINS INFIRMIERS ASVP SAINT QUENTIN;;5 RUE PAUL DOUMER;;02100;ST QUENTIN;0323623525;;39
CENTRE DE SOINS INFIRMIERS ASVP VENDHUILE;;32 RUE NEUVE;;02420;VENDHUILE;0323662091;;39
CABINET DENTAIRE;;3 RUE COUVELET;;08000;CHARLEVILLE MEZIERES;;;18
CABINET DENTAIRE;;27 RUE SALVATORE ALLENDE;;08200;SEDAN;;;45
CABINET DENTAIRE;;27 RUE SALVATORE ALLENDE;;08200;SEDAN;;;18
CENTRE DE SOINS DENTAIRES DE RETHEL;;28 RUE THIERS;;08300;RETHEL;0324564873;;18
CENTRE DE SANTE DENTAIRE;;12 RUE GAMBETTA;;08600;GIVET;;;18
CENTRE DE SOINS INFIRMIERS AMSAM SOISSONS;;31 RUE ANNE MORGAN;;02200;SOISSONS;0323755108;;39
CENTRE REGION BIOLOG MEDECINE SPORT;;155 BOULEVARD DU MERCANTOUR;;06200;NICE;0493180898;;45
CENTRE REGION BIOLOG MEDECINE SPORT;;155 BOULEVARD DU MERCANTOUR;;06200;NICE;0493180898;;43
CENTRE DE SANTE POLYVALENT;;76 RUE WALDECK ROUSSEAU;;08500;REVIN;0324426868;;18
CABINET DENTAIRE;;7 RUE 42EME DEMI BRIGADE;;08800;MONTHERME;0324530248;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE RODEZ;;5 RUE SALVAING;;12000;RODEZ;0565680608;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE DECAZEVILLE;;2 PLA WILSON;;12300;DECAZEVILLE;0565430221;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE MILLAU;;22 RUE DE L'ANCIENNE COMMUNE;;12100;MILLAU;0565592665;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE SAINT AFFRIQUE;;23 PLA DE LA LIBERTE;;12400;ST AFFRIQUE;0565981445;;74
CENTRE DE SOINS DENTAIRES MUTUALISTE SAINT AFFRIQUE;;23 PLA DE LA LIBERTE;;12400;ST AFFRIQUE;0565981445;;18
CENTRE DE SOINS INFIRMIER SAINT BEAUZELY UDSMA;;11 RESIDENCE LES GARDIES;;12620;ST BEAUZELY;0565620223;;39
CENTRE DE SOINS INFIRMIERS SAINT AFFRIQUE;;23 PLACE DE LA LIBERTE;;12400;ST AFFRIQUE;0565981450;;39
CENTRE DE SOINS INFIRMIERS ALS LAON;;3 AVENUE CHARLES DE GAULLE;;02000;LAON;0323791592;;39
CENTRE DE SOINS DENTAIRES ROME;;51 RUE DE ROME;;13001;MARSEILLE;0496176335;;18
ANTENNE CENTRE DE SOINS DENTAIRES AUBAGNE;;60 ALLEE DES FAIENCIERS;;13400;AUBAGNE;;;18
CENTRE DE SANTE DENTAIRE MARSEILLE;20-26;20 RUE CAISSERIE;;13002;MARSEILLE;0496116296;;18
CENTRE DE SOINS INFIRMIERS ADMR SAINT ERME OUTRE ET RAMECOURT;;PLA DE LA GARE;;02820;ST ERME;0323226090;;39
CENTRE DE SOINS INFIRMIERS SAINTE MARIE BOHAIN EN VERMANDOIS;;26 RUE JEAN JAURES;;02110;BOHAIN EN VERMANDOIS;0323071101;;39
CENTRE DE SOINS INFIRMIERS RASSENFOSSE HIRSON;;1 RUE LEON BLUM;;02500;HIRSON;0323581340;;39
CENTRE DE SOINS DENTAIRES MUTUALISTE 02 SAINT QUENTIN;B.P.214;30 RUE RASPAIL;;02100;ST QUENTIN;0323061950;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE 02 CHAUNY;;6 RUE GEORGES POMPIDOU;;02300;CHAUNY;0323578069;;74
CENTRE DE SOINS DENTAIRES MUTUALISTE 02 CHAUNY;;6 RUE GEORGES POMPIDOU;;02300;CHAUNY;0323578069;;18
CENTRE DE SOINS INFIRMIER LA BASTIDE SUR L HERS;;;;09600;LAROQUE D OLMES;0561014396;;39
CENTRE DE SOINS INFIRMIERS;LOT NOTRE DAME DES CHENES;ROUTE DE RODEZ;;12430;VILLEFRANCHE DE PANAT;0565465709;;39
CENTRE DE SOINS INFIRMIERS;;3 RUE EMILE COMBES;;12700;CAPDENAC GARE;0565638426;;39
CENTRE DE SANTE DENTAIRE DE FOIX;CS 50012;26 AVENUE DU 9EME RCP;;09100;PAMIERS CEDEX;0534093443;;18
CENTRE DE SOINS INFIRMIER DES CHAPELAINS;;11D AVENUE JEAN MOULIN;;10600;LA CHAPELLE ST LUC;0325796922;;39
CENTRE DE SOINS ET SANTE DU SEVERAGAIS;;AVENUE ARISTIDE BRIAND;;12150;SEVERAC LE CHATEAU;0565476265;;39
CENTRE DE SOINS INFIRMIERS;;BOULEVARD VICOMTE DE CADARS;;12170;REQUISTA;0565740432;;39
CENTRE DE SOINS INFIRMIERS;CENTRE MEDICAL;ROUTE DE RODEZ;;12310;LAISSAC;0565696785;;39
CENTRE DE SOINS INFIRMIERS;;42 ROUTE DU PONT ROMAIN;;12210;LAGUIOLE;0565443718;;39
CENTRE DE SOINS INFIRMIERS;;16 AVE DE SAINT PIERRE;;12500;ESPALION;0565440879;;39
CENTRE DE SOINS INFIRMIERS;LOTISSEMENT VIDAL;AVENUE D ESPALION;;12130;ST GENIEZ D OLT;0565704856;;39
CENTRE DE SOINS INFIRMIERS;LA LANDE-ROUTE DE RODEZ;;;12290;PONT DE SALARS;0565468344;;39
CENTRE DE SOINS INFIRMIERS;;PLACE SAINT JACQUES;;12230;NANT;0565622591;;39
CENTRE DE SANTE DENTAIRE MUTUALISTE;SERVICE COMPTABILITE;11 RUE MARCELLIN DESBOUTIN;;03000;MOULINS;0470468319;;18
CENTRE DE SANTE DENTAIRE MUTUALISTE;SERVICE COMPTABILITE;11 RUE MARCELLIN DESBOUTIN;;03000;MOULINS;0470984714;;18
CENTRE DE SANTE DENTAIRE MUTUALISTE;SERVICE COMPTABILITE;11 RUE MARCELLIN DESBOUTIN;;03000;MOULINS;0470450802;;18
CENTRE DE SANTE DENTAIRE MUTUALISTE;SERVICE COMPTABILITE;11 RUE MARCELLIN DESBOUTIN;;03000;MOULINS;0470282576;;18
CREPS VICHY AUVERGNE;BP 40013;2 ROUTE DE CHARMEIL;;03700;BELLERIVE SUR ALLIER;0470598560;;45
CREPS VICHY AUVERGNE;BP 40013;2 ROUTE DE CHARMEIL;;03700;BELLERIVE SUR ALLIER;0470598560;;43
CENTRE DE SANTE DENTAIRE DE LA S S;;56 BOULEVARD DU 14 JUILLET;;10000;TROYES;0351598030;;18
CENTRE DE SOINS INFIRMIERS;RESIDENCE LE VALLON;2 AVENUE GUSTAVE BESSIERE;;12330;MARCILLAC;0565718076;;39
CENTRE DE SOINS INFIRMIERS;;19 BOULEVARD GAMBETTA;;03200;VICHY;0470980365;;39
CENTRE DE SOINS INFIRMIERS;;33 COURS LAFAYETTE;;03300;CUSSET;0470988116;;39
CENTRE DE SANTE MEDICAL ROSSETTI;;400 BOULEVARD DE LA MADELEINE;;06000;NICE;0497114444;;45
CENTRE DE SANTE MEDICAL ROSSETTI;;400 BOULEVARD DE LA MADELEINE;;06000;NICE;0497114444;;43
CENTRE DE SANTE MEDICAL ROSSETTI;;400 BOULEVARD DE LA MADELEINE;;06000;NICE;0497114444;;73
CENTRE DE SANTE MEDICAL ROSSETTI;;400 BOULEVARD DE LA MADELEINE;;06000;NICE;0497114444;;12
CENTRE DE SANTE MEDICAL ROSSETTI;;400 BOULEVARD DE LA MADELEINE;;06000;NICE;0497114444;;67
CENTRE DE SANTE DENTAIRE;;5 RUE ALFRED MORTIER;;06000;NICE;0493807878;;74
CENTRE DE SANTE DENTAIRE;;5 RUE ALFRED MORTIER;;06000;NICE;0493807878;;18
CENTRE DE SANTE DENTAIRE;;5 RUE ALFRED MORTIER;;06000;NICE;0493807878;;19
CENTRE DE SOINS DENTAIRES MENTON;RES ALBERT 1ER;MASSENA;;06500;MENTON;0493353612;;18
CENTRE DE SOINS DENTAIRES MENTON;RES ALBERT 1ER;MASSENA;;06500;MENTON;0493353612;;19
CENTRE DE SANTE DENTAIRE;;34 BOULEVARD MARCEL PAGNOL;;06130;GRASSE;0493406969;;74
CENTRE DE SANTE DENTAIRE;;34 BOULEVARD MARCEL PAGNOL;;06130;GRASSE;0493406969;;18
CENTRE DE SANTE DENTAIRE;;34 BOULEVARD MARCEL PAGNOL;;06130;GRASSE;0493406969;;19
CENTRE DE SANTE DENTAIRE;;12 RUE SADI CARNOT;;06600;ANTIBES;0492904040;;18
CENTRE DE SANTE DENTAIRE;;12 RUE SADI CARNOT;;06600;ANTIBES;0492904040;;19
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;45
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;59
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;64
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;56
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;15
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;18
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;6
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;65
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;7
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;23
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;22
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;67
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;37
CENTRE DE SANTE MEDICAL ET DENTAIRE;;7 BOULEVARD PIERRE SOLA;;06300;NICE;0492004400;;33
CENTRE DE SOINS DENTAIRES SO MU CO;;3 RUE CARNOT;;10100;ROMILLY SUR SEINE;0325242502;;18
CENTRE DE SANTE TROYES CENTRE;;18 RUE EMILE ZOLA;;10000;TROYES;0325434400;;45
CENTRE DE SANTE TROYES CENTRE;;18 RUE EMILE ZOLA;;10000;TROYES;0325434400;;18
CENTRE DE SANTE TROYES CENTRE;;18 RUE EMILE ZOLA;;10000;TROYES;0325434400;;61
CENTRE DE SANTE POLYVALENT;;59 AVENUE GALLIENI;;10300;STE SAVINE;;;45
CENTRE DE SANTE POLYVALENT;;59 AVENUE GALLIENI;;10300;STE SAVINE;;;18
CENTRE DE SANTE DENTAIRE DU JARDIN DES PLANTES;;42 AVENUE JEAN MOULIN;;10600;LA CHAPELLE ST LUC;0325458960;;18
CENTRE DE SOINS INFIRMIERS;;RUE DU CHATEAU;;12470;ST CHELY D AUBRAC;;;39
CENTRE DE SANTE DENTAIRE;MUTUALITE FRANCAISE PACA;42 COURS JEAN JAURES;;84000;AVIGNON;0492435512;;18
CENTRE DE SANTE DENTAIRE SELINONTE;ANTIBES;14 AVENUE ROBERT SOLEAU;;06600;ANTIBES;0493349205;;18
CENTRE DE SANTE DENTAIRE SELINONTE;ANTIBES;14 AVENUE ROBERT SOLEAU;;06600;ANTIBES;0493349205;;19
CENTRE DE SANTE DENTAIRE MUTUALISTE;;552 AVENUE DE LA LIBERATION;;06700;ST LAURENT DU VAR;0497122300;;18
CENTRE DE SANTE DENTAIRE;;5 BOULEVARD GENERAL VAUTRIN;;06400;CANNES;0497066868;;74
CENTRE DE SANTE DENTAIRE;;5 BOULEVARD GENERAL VAUTRIN;;06400;CANNES;0497066868;;18
CENTRE DE SANTE DENTAIRE;;5 BOULEVARD GENERAL VAUTRIN;;06400;CANNES;0497066868;;19
CENTRE DE SANTE DENTAIRE;CENTRE DE SANTE DENTAIRE;40 AVENUE FRANCIS TONNER;;06150;CANNES LA BOCCA;0493480580;;18
MUTUALISTE FRANCAISE ALPES MARITIMES;RES AMIRAL DE GRASSE;3 BOULEVARD VICTOR HUGO;;06130;GRASSE;0493360752;;18
CENTRE DE SANTE DENTAIRE;;8 AVENUE DU 24 AOUT;;06600;ANTIBES;0493341804;;18
CENTRE DE SANTE DENTAIRE LE MAGALI;LE MAGALI;9 RUE MAGENTA;;06500;MENTON;0493283940;;18
CENTRE DE SANTE DENTAIRE;IMMEUBLE LE JALNA BAT.B 1;11 RUE COLONEL DRIANT;;06100;NICE;0493525291;;74
CENTRE DE SANTE DENTAIRE;IMMEUBLE LE JALNA BAT.B 1;11 RUE COLONEL DRIANT;;06100;NICE;0493525291;;18
CENTRE DE SANTE DENTAIRE MUTUALISTE F;;17 BOULEVARD ALBERT 1ER;;17200;ROYAN;0546224545;;18
CENTRE DE SOINS DENTAIRES LA PALLICE MUTUALISTE F;;161 AVENUE DENFERT-ROCHEREAU;;17000;LA ROCHELLE;0546426332;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE F;;103 BOULEVARD ANDRE SAUTEL;;17000;LA ROCHELLE;0546505555;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE F;;2 RUE SAINT-MICHEL;;17100;SAINTES;0546745936;;18
CENTRE DE SANTE DENTAIRE MUTUALISTE CHENOVE;;10 RUE DE LA FONTAINE DU MAIL;;21300;CHENOVE;0380543590;;18
CENTRE DE SANTE DENTAIRE MUTUALISTE;;9 RUE DU TEMPLE;;21000;DIJON;0380508452;;45
CENTRE DE SANTE DENTAIRE MUTUALISTE;;9 RUE DU TEMPLE;;21000;DIJON;0380508452;;18
CENTRE DE SANTE DENTAIRE MUTUALISTE;;39 RUE D'ABRANTES;;21500;MONTBARD;0380920713;;18
CENTRE DE SANTE DENTAIRE MUTUALISTE;HALL TOUR MEDITERRANEE;65 AVENUE JULES CANTINI;;13006;MARSEILLE;0491174088;;18
CENTRE DE SANTE DENTAIRE;;PLACE CLEMENCEAU;;83170;BRIGNOLES;0494695022;;18
CENTRE DE SOINS DENTAIRES MF PACA;QUARTIER TASSY;ROUTE DEPARTEMENTALE 19;;83440;TOURRETTES;;;18
CENTRE DE SANTE DENTAIRE;;35 RUE ANATOLE FRANCE;;83700;ST RAPHAEL;0494838912;;18
CENTRE DE SANTE DENTAIRE;;35 RUE ANATOLE FRANCE;;83700;ST RAPHAEL;0494838912;;19
CENTRE DE SANTE DENTAIRE;MUTUALITE FRANCAISE PACA;42 COURS JEAN JAURES;;84000;AVIGNON;0490149530;;74
CENTRE DE SANTE DENTAIRE;MUTUALITE FRANCAISE PACA;42 COURS JEAN JAURES;;84000;AVIGNON;0490149530;;18
CENTRE DE SANTE DENTAIRE;MUTUALITE FRANCAISE PACA;42 COURS JEAN JAURES;;84000;AVIGNON;0490149530;;19
CENTRE DE SOINS INFIRMIERS PORT EN BESSIN;;45 RUE DE BAYEUX;;14520;PORT EN BESSIN;0231217270;;39
CENTRE DE SANTE ANIDER;;61 BOULEVARD CHARLES DE GAULLE;;76143;LE PETIT QUEVILLY CEDEX;;;51
CENTRE DE SANTE CENTRE HOSPITALIER OLERON;BP 20;RUE CARINENA;;17310;ST PIERRE D OLERON;0546763100;;45
CENTRE DE SOINS DENTAIRES MUTUALISTE;BP 628;3 PLACE CARNOT;;58006;NEVERS CEDEX;0386716152;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE COSNE;;ZI DU PONT MIDOU;;58200;COSNE COURS SUR LOIRE;;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE COURLIS;LES COURLIS;15 PLACE DES GRANDS COURLIS;;58006;NEVERS CEDEX;0386577077;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE;;252 RUE DE L'YONNE;;89290;290;;;18
CENTRE MEDICAL SOCIAL DIVES MER;;2 AVENUE DES RESISTANTS;;14160;DIVES SUR MER;0231281150;;39
CENTRE MEDICAL SOCIAL DIVES MER;;2 AVENUE DES RESISTANTS;;14160;DIVES SUR MER;0231281150;;57
CENTRE DE SOINS INFIRMIERS ACTION SANTE;;4 RUE DU GENERAL DE DAIS;;14400;BAYEUX;0231923909;;39
CENTRE DE SOINS INFIRMIERS ACTION SANTE;;14 PLACE DE L'HOTEL DE VILLE;;14460;COLOMBELLES;0231823640;;39
CENTRE DE SOINS INFIRMIERS ACTION SANTE;;4 RUE HELENE BOUCHER;;14160;DIVES SUR MER;0231289928;;39
CENTRE DE SANTE DENTAIRE BAYEUX;;34 PLACE CHARLES DE GAULLE;;14400;BAYEUX;0231920058;;18
CENTRE DE SANTE DENTAIRE CAEN;;16 AVENUE DU 6 JUIN;;14000;CAEN;0231277720;;18
CENTRE DE SANTE DENTAIRE LISIEUX;;74 RUE HENRY CHERON;;14100;LISIEUX;0231621604;;18
CENTRE DE SANTE DENTAIRE VIRE;;15 RUE DES REMPARTS;;14500;VIRE;0231670089;;18
CENTRE DE SANTE DENTAIRE HEROUVILLE;;1111 QUARTIER DES BELLES PORTES;;14200;HEROUVILLE ST CLAIR;0231954740;;18
CENTRE DE SANTE DENTAIRE DIVE MER;;34 RUE GASTON MANNEVILLE;;14160;DIVES SUR MER;;;18
CENTRE DE SANTE MEDICAL SAINT MARTIN;;183 ROUTE DES CAMOINS;;13011;MARSEILLE;0491273006;;73
CENTRE DE SANTE DENTAIRE FALAISE;;20 RUE AMIRAL COURBET;;14700;FALAISE;;;18
CENTRE DE SOINS INFIRMIERS ACTION SANTE;;59 RUE ST MICHEL;;50380;ST PAIR SUR MER;0233500488;;39
CENTRE DE SOINS ESCALE;;68 RUE DES VOILIERS;;17000;LA ROCHELLE;0546002030;;39
CENTRE DE SOINS INFIRMIERS;;6 RUE DE LA SEUDRE;;17390;LA TREMBLADE;0546360531;;39
CDS INFIRMIERS DINAN;;RUE DE LA VILLE GOUDELIN;;22100;DINAN;0296876464;;39
CDS INFIRMIER LOUISE LEMARCHAND;;12 RUE DU BELLOUARD;;22250;BROONS;0296846544;;39
CENTRE DE SANTE DENTAIRE;;13 ALLEE LEON GAMBETTA;;13001;MARSEILLE;0491950745;;18
CENTRE DE SANTE DENTAIRE;;13 ALLEE LEON GAMBETTA;;13001;MARSEILLE;0491950745;;19
CENTRE DE SOINS DENTAIRES MUTUALISTE;;29 RUE NATIONALE;;18200;ST AMAND MONTROND;0248600063;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE;;2 BOULEVARD GAMBETTA;;18000;BOURGES;0248689311;;18
CENTRE DE SOINS DENTAIRES MUTUALISTE;FORUM REPUBLIQUE;AVENUE DU 11 NOVEMBRE;;18100;VIERZON;0248752048;;18
SERVICE DEPARTEMENTAL P M I;;1 RUE DU PARC;;22000;ST BRIEUC;0296626222;;45
SERVICE DEPARTEMENTAL P M I;;1 RUE DU PARC;;22000;ST BRIEUC;0296626222;;60
SERVICE DEPARTEMENTAL P M I;;1 RUE DU PARC;;22000;ST BRIEUC;0296626222;;71
CENTRE DE SANTE DENTAIRE MUTUALISTE;;7 SQUARE STALINGRAD;;13001;MARSEILLE;;;18
CENTRE DE SOINS INFIRMIERS GLOBAL SOINS INFIRMIERS;N6 RESIDENCE ANJOU;AVENUE PIERRE BROSSOLETTE;;13400;AUBAGNE;0698954796;;39
CENTRE DE SOINS DENTAIRES DENTALYA;;2 RUE LE CORBUSIER;;13090;AIX EN PROVENCE;0442505252;;18
CENTRE DE SANTE DENTAIRE;;78 BOULEVARD MIREILLE LAUZE;;13010;MARSEILLE;0491798582;;18
ASSOCIATION SANTE ET MEDECINE DES DOCK;HOTEL DE DIRECTION;10 PLACE DE LA JOLIETTE;;13002;MARSEILLE;;;18
CENTRE DE SANTE DENTAIRE SOURIRE DU CO;;2 ALLEE DES AMANDIERS;;13090;AIX EN PROVENCE;;;18
CENTRE DE SOINS INFIRMIERS;;7 AVENUE DU 11 NOVEMBRE 1918;;18000;BOURGES;0248709327;;39
CABINET DE SOINS DENTAIRES;;2 RUE DU VIADUC;;15000;AURILLAC;0471648492;;18
CABINET DE SOINS DENTAIRES;;2 RUE DU VIADUC;;15000;AURILLAC;0471648492;;19
ADMR DU PAYS DE SAINT FLOUR;;9 PLACE D'ARMES;;15100;ST FLOUR;0471604320;;39
ADMR D YDES;;43 AVENUE ROGER BESSE;;15210;YDES;0471408135;;39
CDS DE LA PROVIDENCE;;DE KEREMARCH;;22260;PONTRIEUX;0296956479;;39
CENTRE DE SOINS DENTAIRES CPAM TULLE;;34 AVENUE VICTOR HUGO;;19000;TULLE;0555265722;;18
CENTRE DE SOINS DENTAIRES CPAM BRIVE;;17 AVENUE ALSACE LORRAINE;;19100;BRIVE LA GAILLARDE;0555927050;;18
CENTRE DE SOINS INFIRMIER CPAM TULLE;AGENT COMPTABLE CPAM;6 RUE SOUHAM;;19033;TULLE CEDEX;0555211127;;39
